study_hours,attendance,prev_sem_marks,internal_marks,assignment_pct,participation,sleep_hours,internet_hours,final_percentage,performance_category
2.15,84.21,81.55,13.19,49.27,0,4.13,6.64,39.08,0
4.58,91.77,65.8,13.21,79.66,0,4.21,6.95,50.68,1
8.18,53.0,80.38,11.41,49.0,0,6.67,3.02,46.4,1
2.35,45.74,56.52,13.71,93.3,0,8.9,7.67,23.58,0
3.06,41.42,58.38,23.28,56.23,0,9.31,1.35,37.24,0
7.5,78.52,87.34,27.63,68.49,0,4.52,2.05,62.27,1
7.48,76.43,66.79,26.28,33.54,1,7.23,4.76,56.78,1
6.77,72.8,87.9,23.7,59.83,1,9.48,5.03,60.87,1
7.25,53.92,89.35,12.21,88.27,0,6.33,5.52,54.89,1
5.88,63.45,91.45,15.78,86.4,1,8.98,1.12,54.52,1
3.27,75.67,95.0,16.2,45.7,1,4.8,7.72,51.05,1
4.11,69.81,65.86,15.0,45.83,0,9.61,1.31,36.2,0
2.63,99.27,59.13,20.3,87.21,0,8.51,2.0,48.9,1
9.18,48.19,74.93,20.71,95.13,1,9.65,1.1,61.63,1
6.25,81.71,62.27,17.14,36.68,0,8.06,4.97,43.81,1
4.61,64.26,76.06,17.08,61.5,1,6.18,7.53,39.85,0
5.16,65.69,82.34,26.57,53.62,0,9.63,5.66,49.16,1
9.53,83.06,81.3,25.79,90.95,1,5.65,6.76,65.23,1
2.38,81.55,62.47,16.16,35.85,1,5.99,1.09,42.7,1
6.28,99.48,50.01,28.28,44.78,1,8.2,4.79,53.09,1
5.55,47.7,65.83,29.06,82.67,1,8.59,4.22,47.51,1
6.5,46.25,48.56,16.53,33.59,0,9.58,4.49,38.49,0
1.16,83.46,93.41,17.09,64.48,0,5.23,1.51,48.41,1
8.85,74.7,60.75,20.11,60.95,1,8.79,5.79,57.1,1
9.39,56.45,49.27,28.82,53.41,1,8.43,4.52,56.41,1
6.09,44.77,41.53,27.53,57.62,0,4.38,6.36,44.1,1
7.27,45.14,78.75,12.05,67.1,0,6.32,4.4,53.14,1
9.3,93.65,78.21,17.85,41.3,1,5.7,2.05,59.64,1
